capacidade_estadio,publico_estadio,time_casa,gols_casa,posse_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
45.943,0,Atlético Nacional,3,62,15,7,1,3,10,12,0,Club Guaraní,0,38,9,3,2,8,12,12,2,2021,2ª eliminatória - jogos de volta
2.012,0,Santos FC,2,68,7,1,2,10,13,6,1,Deportivo Lara,1,32,11,5,4,5,6,15,1,2021,2ª eliminatória - jogos de ida
19.887,0,Unión Española,1,36,5,1,5,4,11,13,8,Independiente del Valle,0,64,12,3,1,3,13,13,0,2021,2ª eliminatória - jogos de ida
39.861,0,CD Universidad Católica,0,66,13,9,5,11,16,15,0,Club Libertad Asuncion,1,34,8,2,3,3,13,17,4,2021,2ª eliminatória - jogos de ida
2.394,0,Caracas FC,1,39,8,5,7,3,12,9,1,Junior FC,2,61,20,9,0,6,8,13,1,2021,2ª eliminatória - jogos de ida
60.540,0,Grêmio FBPA,6,63,29,8,2,11,11,10,3,Ayacucho FC,1,37,8,3,8,4,10,12,1,2021,2ª eliminatória - jogos de ida
46.190,0,CF Universidad de Chile,1,64,9,2,4,8,19,18,1,CA San Lorenzo de Almagro,1,36,13,4,5,1,17,19,1,2021,2ª eliminatória - jogos de ida
8.000,0,Club Guaraní,0,47,17,11,5,1,12,15,1,Atlético Nacional,2,53,8,1,4,5,15,13,4,2021,2ª eliminatória - jogos de ida
39.861,0,CD Universidad Católica,3,52,15,7,5,6,8,14,1,Liverpool FC Montevideo,0,48,17,10,2,6,13,8,2,2021,1ª eliminatória - jogos de volta
23.940,0,Caracas FC,2,31,16,6,2,5,15,19,2,Universidad César Vallejo,0,69,12,6,3,6,17,16,2,2021,1ª eliminatória - jogos de volta
8.000,0,Club Guaraní,1,51,11,2,2,5,22,16,1,Royal Pari Fútbol Club,1,49,16,11,5,2,13,23,3,2021,1ª eliminatória - jogos de volta
10.000,0,Liverpool FC Montevideo,2,55,18,10,5,3,15,8,2,CD Universidad Católica,1,45,12,5,4,5,8,16,0,2021,1ª eliminatória - jogos de ida
80.093,0,Universidad César Vallejo,0,69,17,7,1,2,27,20,1,Caracas FC,0,31,7,4,8,5,19,29,4,2021,1ª eliminatória - jogos de ida
38.000,0,Royal Pari Fútbol Club,1,57,15,11,1,5,19,16,1,Club Guaraní,4,43,11,6,2,3,14,21,2,2021,1ª eliminatória - jogos de ida
