capacidade_estadio,publico_estadio,time_casa,gols_casa,posse_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
43.600,37.431,SE Palmeiras,5,47,14,7,3,8,17,16,1,Club Cerro Porteño,0,53,7,1,1,4,15,17,1,2022,Oitavas de final - Jogos de volta
78.838,61.871,CR Flamengo,7,47,18,2,2,6,6,13,1,Deportes Tolima,1,53,10,4,6,4,12,6,1,2022,Oitavas de final - Jogos de volta
72.054,0,CA River Plate,0,74,12,6,5,9,8,9,1,CA Vélez Sarsfield,0,26,8,2,1,5,8,9,0,2022,Oitavas de final - Jogos de volta
32.530,0,Club Estudiantes de La Plata,3,60,19,9,0,7,15,14,6,Fortaleza EC,0,40,2,1,2,0,14,16,4,2022,Oitavas de final - Jogos de volta
40.000,0,CS Emelec,1,58,15,6,3,4,8,19,2,Atlético Mineiro,1,42,8,3,2,3,15,9,3,2022,Oitavas de final - Jogos de ida
42.372,27.567,Athletico Paranaense,2,41,12,5,1,3,9,12,1,Club Libertad Asuncion,1,59,16,11,5,4,12,11,1,2022,Oitavas de final - Jogos de ida
49.205,44.918,SC Corinthians,0,55,10,3,4,4,8,13,3,CA Boca Juniors,0,45,7,1,2,4,11,8,1,2022,Oitavas de final - Jogos de ida
55.144,0,CA Talleres,1,71,21,8,2,11,9,13,0,CA Colón,1,29,7,4,1,1,13,9,2,2022,Oitavas de final - Jogos de ida
45.000,0,Club Cerro Porteño,0,50,6,4,5,4,10,8,2,SE Palmeiras,3,50,21,8,0,7,7,11,1,2022,Oitavas de final - Jogos de ida
28.179,11.850,Deportes Tolima,0,51,16,6,1,7,10,16,3,CR Flamengo,1,49,8,3,5,4,16,11,0,2022,Oitavas de final - Jogos de ida
49.747,0,CA Vélez Sarsfield,1,38,8,4,4,3,7,10,4,CA River Plate,0,62,11,4,1,2,9,8,0,2022,Oitavas de final - Jogos de ida
60.326,38.064,Fortaleza EC,1,59,10,7,3,4,6,10,1,Club Estudiantes de La Plata,1,41,10,4,0,2,9,7,5,2022,Oitavas de final - Jogos de ida
57.267,0,Barcelona SC Guayaquil,4,58,13,7,2,6,14,6,2,América Mineiro,5pen.,42,10,6,3,2,6,14,2,2022,3ª eliminatória - jogos de volta
3.253,0,Club Estudiantes de La Plata,1,44,14,8,1,2,16,15,0,CD Everton,0,56,2,1,3,7,14,17,2,2022,3ª eliminatória - jogos de volta
20.000,0,Olimpia Asunción,4,63,18,3,3,2,11,22,3,Fluminense FC,1pen.,37,8,0,5,1,20,13,0,2022,3ª eliminatória - jogos de volta
42.000,0,The Strongest La Paz,2,51,12,5,2,3,11,15,1,CD Universidad Católica,1,49,13,7,4,5,13,11,0,2022,3ª eliminatória - jogos de volta
23.423,0,CD Everton,0,54,11,5,2,3,14,16,2,Club Estudiantes de La Plata,1,46,13,7,4,3,16,14,1,2022,3ª eliminatória - jogos de ida
46.931,31.799,Fluminense FC,3,48,20,8,5,6,16,15,1,Olimpia Asunción,1,52,11,4,4,12,15,16,2,2022,3ª eliminatória - jogos de ida
39.861,0,CD Universidad Católica,0,71,24,17,0,3,8,8,0,The Strongest La Paz,0,29,4,3,5,2,7,9,2,2022,3ª eliminatória - jogos de ida
