capacidade_estadio,publico_estadio,time_casa,valor_mercado_casa,valor_mercado_media_casa,media_idade_casa,jogadores_de_selecao_casa,jogadores_de_sub_selecao_casa,estrangeiros_casa,gols_casa,posse_casa,socios_torcedores_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,valor_mercado_fora,valor_mercado_media_fora,media_idade_fora,jogadores_de_selecao_fora,jogadores_de_sub_selecao_fora,estrangeiros_fora,socios_torcedores_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
42.372,15.193,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,57,0.0,21,11,4,7,15,8,3,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,2,43,13,3,3,3,8,15,0,2021,4.Rodada
78.838,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,2,67,109442.0,20,6,1,14,13,15,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,3,33,9,3,7,2,14,13,2,2021,5.Rodada
43.600,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,2,58,175974.0,15,6,4,7,10,15,0,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,1,42,12,2,4,5,12,10,3,2021,5.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,1,61,142000.0,10,7,1,6,21,16,1,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,1,39,14,10,1,7,16,23,1,2021,5.Rodada
31.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,0,52,75000.0,12,4,3,3,18,10,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,0,48,10,5,2,8,10,18,2,2021,5.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,2,39,70773.0,11,5,1,3,20,22,3,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,0,61,8,5,3,7,21,20,2,2021,5.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,49,0.0,12,7,2,4,15,17,2,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,1,51,10,7,1,3,17,15,1,2021,5.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,1,63,34119.0,16,9,2,7,16,14,6,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,1,37,4,1,1,3,12,17,2,2021,5.Rodada
23.726,0,EC Juventude,15130.0,445.0,28.1,1.0,0.0,4.0,1,50,3020.0,8,2,2,3,9,16,2,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,0,50,13,6,3,5,16,9,1,2021,5.Rodada
57.018,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,1,67,85000.0,14,11,0,9,10,9,0,Chapecoense,6400.0,246.0,27.4,0.0,0.0,2.0,11258.0,1,33,13,8,1,7,9,10,2,2021,5.Rodada
42.968,0,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0,53,0.0,10,4,2,2,10,12,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,1,47,7,4,2,7,9,10,2,2021,5.Rodada
78.838,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,2,63,109442.0,19,8,4,11,15,18,1,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,37,10,3,4,2,18,15,2,2021,6.Rodada
13.000,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,1,50,0.0,9,6,2,6,15,22,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,0,50,3,1,1,5,21,17,4,2021,6.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,3,48,0.0,12,4,5,5,12,13,1,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,1,52,18,10,3,10,13,13,1,2021,6.Rodada
72.039,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,2,65,151724.0,15,8,1,5,13,18,3,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,2,35,5,0,5,2,17,14,0,2021,6.Rodada
25.000,0,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1,54,1225.0,12,7,2,8,15,17,0,EC Juventude,15130.0,445.0,28.1,1.0,0.0,4.0,3020.0,1,46,8,4,1,3,15,16,1,2021,6.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,2,50,116188.0,16,9,2,4,15,8,1,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,1,50,9,4,2,5,7,17,0,2021,6.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,2,33,10236.0,16,6,5,6,16,16,1,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,67,16,6,6,7,15,16,5,2021,6.Rodada
22.600,0,Chapecoense,6400.0,246.0,27.4,0.0,0.0,2.0,1,52,11258.0,11,6,8,9,17,12,2,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,2,48,25,11,4,9,11,19,3,2021,6.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,2,47,148613.0,19,5,1,7,14,21,2,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,2,53,6,3,4,1,20,14,2,2021,6.Rodada
55.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,2,70,75000.0,19,5,3,9,8,12,3,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,1,30,9,3,5,2,12,8,1,2021,6.Rodada
23.726,0,EC Juventude,15130.0,445.0,28.1,1.0,0.0,4.0,1,35,3020.0,8,2,2,5,12,17,4,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,0,65,13,8,3,10,17,12,1,2021,7.Rodada
24.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,1,46,48280.0,15,6,3,8,11,14,1,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,1,54,10,4,4,5,13,11,0,2021,7.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,0,57,148613.0,18,9,5,10,11,13,1,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,0,43,16,7,5,5,12,12,3,2021,7.Rodada
43.600,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,3,57,175974.0,19,7,2,7,15,10,6,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,2,43,18,9,5,7,9,16,1,2021,7.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,61,0.0,18,10,3,6,15,12,0,Chapecoense,6400.0,246.0,27.4,0.0,0.0,2.0,11258.0,2,39,12,5,3,5,11,15,2,2021,7.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,2,50,70773.0,11,3,3,4,15,20,1,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,0,50,11,6,4,6,20,16,4,2021,7.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,1,37,10236.0,18,4,2,3,11,20,1,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,1,63,10,5,6,6,19,12,5,2021,7.Rodada
35.000,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,0,45,43659.0,8,3,3,3,16,11,3,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,0,55,12,3,1,7,11,17,2,2021,7.Rodada
25.000,0,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1,41,1225.0,13,4,2,5,20,16,1,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,59,10,5,5,5,14,20,0,2021,7.Rodada
13.000,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0,42,0.0,12,6,4,5,16,24,1,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,58,12,3,2,8,23,16,0,2021,7.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,3,63,34119.0,22,8,3,2,23,17,2,Chapecoense,6400.0,246.0,27.4,0.0,0.0,2.0,11258.0,2,37,9,2,7,7,16,24,2,2021,8.Rodada
6.000,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,1,55,48280.0,12,7,1,9,15,16,1,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,4,45,11,2,3,2,15,15,1,2021,8.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,1,66,142000.0,16,5,4,7,13,14,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,2,34,14,5,4,3,14,13,1,2021,8.Rodada
31.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,3,71,75000.0,20,8,4,8,8,5,3,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,4,29,16,5,3,4,5,8,5,2021,8.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,0,67,70773.0,14,9,2,7,18,11,1,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,0,33,8,4,1,1,11,19,3,2021,8.Rodada
23.726,0,EC Juventude,15130.0,445.0,28.1,1.0,0.0,4.0,2,30,3020.0,11,6,3,3,11,15,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,0,70,13,6,3,6,15,12,1,2021,8.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,0,42,116188.0,10,5,3,5,24,15,1,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,0,58,8,4,3,3,15,26,5,2021,8.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0,64,0.0,13,8,3,6,17,11,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,0,36,9,3,2,6,10,17,2,2021,8.Rodada
57.018,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,4,46,85000.0,19,6,2,4,10,13,1,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,1,54,7,2,5,4,12,12,1,2021,8.Rodada
42.968,0,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0,44,0.0,9,7,3,1,26,18,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,2,56,12,4,2,5,16,26,3,2021,8.Rodada
25.000,0,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,2,28,1225.0,8,3,8,2,5,13,4,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,0,72,21,5,2,12,13,6,2,2021,9.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,41,0.0,16,6,3,3,14,18,3,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,59,15,9,6,4,18,14,0,2021,9.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,1,57,116188.0,20,8,2,3,16,11,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,43,7,2,8,2,11,17,2,2021,9.Rodada
22.600,0,Chapecoense,6400.0,246.0,27.4,0.0,0.0,2.0,0,47,11258.0,7,5,4,9,11,14,4,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,2,53,13,4,1,5,12,13,0,2021,9.Rodada
49.208,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,0,67,109442.0,21,9,4,6,15,11,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,1,33,11,3,4,5,10,15,2,2021,9.Rodada
35.000,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,0,49,43659.0,13,6,4,3,12,23,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,1,51,14,3,1,6,23,13,1,2021,9.Rodada
72.039,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,1,48,151724.0,9,3,3,4,13,25,2,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,2,52,12,3,5,7,24,14,1,2021,9.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,2,63,10236.0,12,5,3,4,15,23,0,EC Juventude,15130.0,445.0,28.1,1.0,0.0,4.0,3020.0,0,37,4,1,3,3,22,15,0,2021,9.Rodada
42.968,0,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0,60,0.0,11,4,0,5,15,14,2,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,40,4,3,4,1,14,15,2,2021,9.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,0,62,148613.0,21,11,4,11,8,16,2,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,1,38,10,1,4,7,15,9,4,2021,9.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,2,54,70773.0,18,7,1,7,13,17,2,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,1,46,11,9,7,4,17,13,2,2021,10.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,4,55,34119.0,16,8,3,2,15,18,2,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,0,45,11,7,1,3,17,16,1,2021,10.Rodada
31.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,1,53,75000.0,8,5,3,3,18,19,1,EC Juventude,15130.0,445.0,28.1,1.0,0.0,4.0,3020.0,0,47,9,5,1,2,17,19,3,2021,10.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,1,53,0.0,10,6,1,4,20,15,0,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,1,47,9,6,0,6,15,21,1,2021,10.Rodada
43.600,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,2,47,175974.0,18,8,4,4,15,15,2,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,0,53,12,5,4,5,15,16,0,2021,10.Rodada
57.018,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,2,49,85000.0,12,3,5,3,8,19,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,1,51,16,7,4,6,17,10,3,2021,10.Rodada
13.000,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,1,56,0.0,13,6,2,4,9,16,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,1,44,11,4,3,7,15,9,1,2021,10.Rodada
5.000,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,0,63,48280.0,16,9,2,4,21,24,2,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,0,37,7,3,5,0,23,21,0,2021,10.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,0,51,142000.0,9,4,3,7,24,21,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,2,49,11,6,2,3,19,24,4,2021,10.Rodada
22.600,0,Chapecoense,6400.0,246.0,27.4,0.0,0.0,2.0,0,42,11258.0,14,6,4,5,10,17,2,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,1,58,12,5,4,8,17,10,0,2021,10.Rodada
43.600,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,3,36,175974.0,14,4,0,6,20,19,3,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,2,64,12,4,4,5,18,21,0,2021,11.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,0,50,148613.0,11,7,8,5,19,12,2,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,0,50,16,2,2,7,12,19,0,2021,11.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,54,0.0,22,10,2,3,16,18,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,2,46,16,10,4,2,18,16,3,2021,11.Rodada
