capacidade_estadio,publico_estadio,time_casa,valor_mercado_casa,valor_mercado_media_casa,media_idade_casa,jogadores_de_selecao_casa,jogadores_de_sub_selecao_casa,estrangeiros_casa,gols_casa,posse_casa,socios_torcedores_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,valor_mercado_fora,valor_mercado_media_fora,media_idade_fora,jogadores_de_selecao_fora,jogadores_de_sub_selecao_fora,estrangeiros_fora,socios_torcedores_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
,38.598,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,2,62,48280.0,14,6,1,10,20,13,3,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,0,38,10,4,2,6,13,20,1,2023,2.Rodada
72.039,41.006,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,3,53,151724.0,17,8,8,3,12,18,1,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,0,47,22,8,3,7,18,12,3,2023,2.Rodada
42.968,9.267,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,1,34,0.0,14,8,1,4,21,17,3,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,66,7,4,2,5,16,21,2,2023,2.Rodada
24.927,21.605,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,1,49,86574.0,20,9,7,11,8,21,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,0,51,11,2,5,5,19,8,3,2023,2.Rodada
56.000,45.751,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,2,36,142000.0,16,5,3,6,13,14,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,1,64,16,8,2,2,14,13,3,2023,2.Rodada
78.584,59.867,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,2,35,53957.0,11,4,5,2,14,19,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,2,65,13,5,1,5,18,15,0,2023,2.Rodada
20.120,11.233,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,0,37,70773.0,12,5,5,9,20,11,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,0,63,15,6,2,6,11,21,1,2023,2.Rodada
40.502,24.423,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,0,59,38000.0,18,7,6,3,10,9,2,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,3,41,16,4,7,7,9,10,2,2023,2.Rodada
14.525,10.162,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,3,51,0.0,18,6,1,5,21,21,4,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,1,49,10,4,4,8,20,23,1,2023,2.Rodada
47.364,27.427,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,1,59,75000.0,13,3,1,6,9,18,0,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,2,41,5,2,4,3,16,9,5,2023,2.Rodada
40.502,25.210,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,1,33,38000.0,16,8,5,7,12,14,2,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,1,67,23,9,4,6,13,12,2,2023,3.Rodada
60.326,39.943,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,4,30,34119.0,20,2,1,8,14,8,2,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,2,70,12,3,13,5,7,15,1,2023,3.Rodada
43.713,41.457,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,2,54,175974.0,21,7,2,12,15,20,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,1,46,9,2,4,3,18,15,1,2023,3.Rodada
20.120,11.844,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,3,44,70773.0,12,4,6,2,15,19,0,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,2,56,19,7,3,6,18,16,1,2023,3.Rodada
13.212,4.829,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0,45,0.0,12,5,2,5,8,18,1,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,86574.0,3,55,18,7,5,9,17,8,4,2023,3.Rodada
24.483,15.037,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,2,59,85000.0,16,9,2,1,11,18,2,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,1,41,8,1,4,5,18,11,3,2023,3.Rodada
,53.138,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,2,74,109442.0,24,8,3,7,12,14,3,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,3,26,12,3,11,2,13,12,1,2023,3.Rodada
56.000,29.193,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,1,57,142000.0,18,6,2,8,9,16,1,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,0,43,14,7,7,11,15,10,4,2023,3.Rodada
42.968,21.385,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,1,51,0.0,15,4,4,7,11,15,2,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,2,49,12,4,3,5,14,11,2,2023,3.Rodada
24.584,19.223,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,0,55,53957.0,15,6,5,7,18,19,5,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,1,45,12,4,6,6,18,19,0,2023,3.Rodada
25.000,21.191,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,2,55,86574.0,10,6,3,4,14,17,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,1,45,9,4,1,4,16,15,5,2023,4.Rodada
82.238,39.850,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,1,79,48280.0,23,10,0,9,18,12,1,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,1,21,8,5,8,1,10,19,1,2023,4.Rodada
25.000,5.228,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1,46,1225.0,15,8,4,4,12,19,5,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,2,54,9,3,3,6,17,12,2,2023,4.Rodada
72.039,46.093,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,2,43,151724.0,7,1,3,4,7,16,2,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,0,57,15,3,2,9,14,9,3,2023,4.Rodada
42.372,32.949,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,39,0.0,10,3,4,2,10,15,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,1,61,14,3,2,8,15,11,0,2023,4.Rodada
47.364,37.936,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,3,51,75000.0,15,5,4,3,23,28,1,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,1,49,10,1,4,5,28,24,2,2023,4.Rodada
46.931,18.218,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,2,39,56417.0,22,9,1,5,8,14,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,0,61,9,5,5,9,13,8,4,2023,4.Rodada
14.525,13.789,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0,43,0.0,15,7,3,4,29,13,1,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,5,57,16,5,4,6,13,29,1,2023,4.Rodada
60.540,23.760,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,3,42,148613.0,11,4,5,4,18,9,3,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,3,58,21,6,0,7,7,20,2,2023,4.Rodada
49.205,36.512,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,1,49,116188.0,21,10,1,5,9,6,3,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,51,16,7,7,5,6,9,2,2023,4.Rodada
20.120,7.262,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,3,41,70773.0,14,3,3,1,12,18,5,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,0,59,17,9,6,4,17,13,1,2023,5.Rodada
13.212,2.909,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,2,62,0.0,20,5,1,5,17,16,3,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,2,38,10,2,7,4,15,17,2,2023,5.Rodada
56.000,13.537,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,0,46,142000.0,12,8,3,4,10,11,2,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,2,54,14,3,3,3,10,10,2,2023,5.Rodada
78.838,44.948,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,2,57,109442.0,23,11,6,8,7,21,1,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,0,43,14,4,3,7,21,9,1,2023,5.Rodada
42.968,12.029,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0,47,0.0,7,5,3,6,17,12,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,4,53,8,1,1,1,11,17,1,2023,5.Rodada
43.713,37.532,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,4,58,175974.0,28,15,1,7,12,10,2,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,1,42,3,1,6,4,9,13,0,2023,5.Rodada
61.927,51.846,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,0,48,86574.0,27,12,4,16,10,14,1,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,2,52,11,2,5,3,14,10,3,2023,5.Rodada
40.502,20.880,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,1,35,38000.0,10,4,1,5,13,22,1,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,1,65,6,3,4,5,18,15,3,2023,5.Rodada
46.931,22.388,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,3,53,56417.0,16,5,4,3,5,12,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,0,47,12,4,3,3,12,5,0,2023,5.Rodada
60.326,37.775,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,0,44,34119.0,16,10,1,4,16,9,3,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,0,56,13,5,4,10,9,17,2,2023,5.Rodada
,48.502,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,2,52,75000.0,20,11,1,10,11,16,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,3,48,14,7,4,4,16,13,5,2023,6.Rodada
82.238,39.040,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,2,62,48280.0,7,4,2,7,9,14,0,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,0,38,13,4,0,3,14,10,4,2023,6.Rodada
43.713,39.488,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,1,58,175974.0,22,9,2,15,19,12,3,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,42,8,4,5,6,10,19,2,2023,6.Rodada
57.483,36.080,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,2,54,85000.0,14,8,4,3,7,14,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,0,46,6,2,2,3,12,8,2,2023,6.Rodada
24.584,19.108,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,0,69,53957.0,23,10,0,14,12,14,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,1,31,6,3,9,1,14,12,3,2023,6.Rodada
49.205,41.434,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,1,34,116188.0,7,4,0,5,18,16,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,1,66,7,2,2,4,15,18,2,2023,6.Rodada
60.540,19.598,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,0,57,148613.0,17,7,4,9,20,22,1,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,0,43,14,7,6,5,19,22,1,2023,6.Rodada
14.525,9.092,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,2,47,0.0,7,2,1,4,18,23,2,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,1,53,17,10,2,7,20,18,2,2023,6.Rodada
42.372,31.252,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,3,66,0.0,26,15,1,4,12,9,1,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,2,34,7,2,4,1,9,12,1,2023,6.Rodada
25.000,4.295,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,0,48,1225.0,15,10,4,5,16,10,5,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,86574.0,4,52,16,6,2,6,10,17,3,2023,6.Rodada
47.364,32.519,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,1,51,75000.0,23,14,4,4,13,19,1,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,1,49,13,4,3,6,19,13,6,2023,7.Rodada
46.931,24.732,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,1,34,56417.0,21,7,0,7,14,24,2,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,0,66,3,2,6,4,24,14,1,2023,7.Rodada
72.039,57.399,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,4,52,151724.0,15,4,2,3,15,9,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,2,48,17,6,3,9,8,16,1,2023,7.Rodada
13.212,3.769,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,2,61,0.0,13,7,4,6,12,20,2,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,0,39,14,8,2,5,20,12,3,2023,7.Rodada
40.502,20.047,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,1,34,38000.0,10,6,6,5,16,20,2,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,2,66,19,4,3,7,20,17,1,2023,7.Rodada
25.000,2.488,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,2,27,1225.0,9,5,4,1,6,14,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,73,16,5,1,2,14,8,1,2023,7.Rodada
20.120,12.641,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,0,38,70773.0,12,5,1,3,9,15,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,0,62,12,5,4,4,14,11,3,2023,7.Rodada
78.838,64.871,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,1,65,109442.0,10,3,3,6,11,9,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,0,35,15,8,2,9,9,12,2,2023,7.Rodada
60.540,39.438,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,3,29,148613.0,14,6,3,3,12,14,1,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,71,24,14,3,7,13,15,1,2023,7.Rodada
40.927,15.722,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,0,65,86574.0,15,6,1,6,14,16,5,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,1,35,15,9,8,2,16,15,2,2023,7.Rodada
42.372,25.966,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,1,66,0.0,16,7,2,10,15,14,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,2,34,10,4,3,5,13,15,2,2023,8.Rodada
60.326,37.625,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,2,50,34119.0,15,5,1,9,15,11,3,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,0,50,11,2,5,5,10,15,3,2023,8.Rodada
78.838,65.270,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,1,62,109442.0,14,8,5,2,17,12,5,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,86574.0,1,38,18,9,2,1,11,18,3,2023,8.Rodada
42.968,8.660,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,1,43,0.0,10,5,1,2,13,8,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,1,57,8,5,2,6,8,13,3,2023,8.Rodada
72.039,45.429,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,2,68,151724.0,16,7,3,11,14,12,3,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,1,32,8,2,4,5,10,16,1,2023,8.Rodada
49.205,34.624,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,2,30,116188.0,14,8,7,7,6,18,2,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,0,70,22,10,2,6,17,6,3,2023,8.Rodada
56.000,19.037,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,2,44,142000.0,7,2,4,2,13,10,3,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,0,56,9,4,0,7,10,13,0,2023,8.Rodada
57.483,53.236,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,1,58,85000.0,10,4,1,3,15,27,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,1,42,11,4,3,3,24,15,3,2023,8.Rodada
46.931,23.708,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,2,55,56417.0,18,4,1,7,11,9,2,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,1225.0,0,45,4,2,4,0,9,11,3,2023,8.Rodada
13.212,5.988,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,2,59,0.0,19,6,1,5,10,13,3,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,0,41,9,5,7,4,11,10,4,2023,8.Rodada
60.326,38.338,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,0,54,34119.0,11,6,2,8,9,17,3,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,0,46,7,3,2,4,17,9,3,2023,9.Rodada
54.927,34.344,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,0,65,86574.0,19,7,2,12,20,19,3,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,35,7,3,6,4,18,21,5,2023,9.Rodada
42.372,18.684,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,1,48,0.0,16,4,4,6,11,15,3,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,0,52,13,5,6,7,14,12,0,2023,9.Rodada
25.000,6.701,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,2,30,1225.0,16,6,2,2,13,16,1,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,0,70,6,2,4,3,16,14,0,2023,9.Rodada
20.120,9.600,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,1,55,70773.0,17,12,2,5,12,19,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,45,8,3,3,5,17,12,0,2023,9.Rodada
82.238,27.228,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,2,51,48280.0,12,6,3,6,12,10,2,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,49,15,8,2,6,10,12,1,2023,9.Rodada
60.540,42.207,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,2,40,148613.0,21,6,3,6,9,9,3,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,1,60,16,7,5,8,9,13,2,2023,9.Rodada
43.713,33.570,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,3,51,175974.0,23,6,3,11,10,15,3,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,1,49,7,2,5,5,15,13,0,2023,9.Rodada
14.525,6.987,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0,55,0.0,11,7,7,4,14,19,2,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,1,45,15,2,3,5,18,14,1,2023,9.Rodada
82.584,46.423,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,1,45,53957.0,13,7,1,4,18,13,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,4,55,10,4,4,0,13,18,0,2023,9.Rodada
40.502,25.512,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,0,46,38000.0,19,7,3,8,18,15,4,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,0,54,7,2,7,3,15,18,3,2023,10.Rodada
49.205,40.512,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,1,61,116188.0,24,10,1,8,13,11,1,Cuiabá EC,12500.0,417.0,24.8,0.0,0.0,1.0,0.0,1,39,10,3,6,6,10,13,1,2023,10.Rodada
57.483,28.786,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,1,61,85000.0,16,3,2,7,13,8,5,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,39,7,1,5,2,7,14,1,2023,10.Rodada
47.364,34.019,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,2,47,75000.0,14,3,5,6,9,15,8,Cruzeiro EC,95150.0,3170.0,27.7,4.0,1.0,6.0,86574.0,2,53,15,6,3,5,14,9,5,2023,10.Rodada
46.931,19.291,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,2,55,56417.0,21,6,3,7,10,16,1,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,0,45,9,5,8,3,16,12,4,2023,10.Rodada
55.000,5.902,América Mineiro,13830.0,419.0,26.2,0.0,0.0,2.0,2,51,1225.0,21,5,2,7,8,19,1,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,2,49,9,5,10,3,19,10,1,2023,10.Rodada
72.039,56.871,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,0,65,151724.0,26,11,2,8,16,15,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,2,35,10,1,6,3,15,17,2,2023,10.Rodada
56.000,18.044,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,2,45,142000.0,11,5,4,7,20,13,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,1,55,14,6,1,6,12,21,4,2023,10.Rodada
78.838,62.967,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,3,53,109442.0,14,7,7,3,17,20,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,0,47,25,12,1,7,20,17,1,2023,10.Rodada
14.525,10.260,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,2,41,0.0,22,9,2,6,23,15,5,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,2,59,14,5,7,7,15,23,1,2023,10.Rodada
