capacidade_estadio,publico_estadio,time_casa,gols_casa,posse_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
13.000,0,Atlético Goianiense,2,60,14,4,1,10,20,15,1,Athletico Paranaense,2,40,11,4,2,3,15,20,3,2021,Oitavas de final - Jogos de volta
,0,CR Vasco da Gama,1,33,7,2,5,2,14,15,0,São Paulo FC,2,67,19,6,2,6,14,16,1,2021,Oitavas de final - Jogos de volta
47.364,0,EC Bahia,2,47,16,8,1,5,14,14,0,Atlético Mineiro,1,53,9,6,5,3,13,15,0,2021,Oitavas de final - Jogos de volta
5.018,0,SD Juazeirense,2,40,7,2,1,4,18,24,2,Santos FC,0,60,11,7,1,10,23,19,0,2021,Oitavas de final - Jogos de volta
31.017,0,ABC FC,0,29,6,4,7,3,13,16,4,CR Flamengo,1,71,13,5,0,7,16,13,1,2021,Oitavas de final - Jogos de volta
22.000,0,Criciúma EC,2,32,9,3,2,2,15,17,2,Fluminense FC,1,68,11,4,2,3,17,16,1,2021,Oitavas de final - Jogos de ida
35.632,0,EC Vitória,0,45,9,4,3,4,7,9,0,Grêmio FBPA,3,55,20,8,2,7,9,7,1,2021,Oitavas de final - Jogos de ida
42.372,0,Athletico Paranaense,2,55,16,5,1,6,10,15,2,Atlético Goianiense,1,45,14,9,6,0,15,10,0,2021,Oitavas de final - Jogos de ida
20.120,0,Santos FC,4,80,25,9,1,11,11,16,3,SD Juazeirense,0,20,8,5,9,1,16,12,2,2021,Oitavas de final - Jogos de ida
72.039,0,São Paulo FC,2,49,18,5,3,9,12,20,1,CR Vasco da Gama,0,51,16,8,6,4,17,13,1,2021,Oitavas de final - Jogos de ida
23.018,0,Atlético Mineiro,2,64,16,4,7,5,12,15,1,EC Bahia,0,36,18,7,6,6,13,13,2,2021,Oitavas de final - Jogos de ida
60.326,0,Fortaleza EC,2,64,24,11,0,3,9,12,1,CRB,1,36,6,3,4,0,12,12,0,2021,Oitavas de final - Jogos de ida
78.838,0,CR Flamengo,6,75,22,10,0,4,17,8,1,ABC FC,0,25,1,1,4,2,8,18,1,2021,Oitavas de final - Jogos de ida
20.120,0,Santos FC,1,68,10,6,3,3,15,14,4,Cianorte FC,0,32,6,2,3,2,14,16,0,2021,3ª eliminatória - jogos de volta
67.428,0,São Paulo FC,9,72,19,5,3,9,7,17,5,4 de Julho EC,1,28,10,4,4,4,17,7,0,2021,3ª eliminatória - jogos de volta
24.584,0,CR Vasco da Gama,1,66,22,9,4,9,14,13,1,Boavista SC,1,34,9,4,5,4,10,14,1,2021,3ª eliminatória - jogos de volta
5.018,0,SD Juazeirense,4,61,12,5,3,5,20,19,3,Cruzeiro EC,2pen.,39,17,6,4,7,18,21,1,2021,3ª eliminatória - jogos de volta
43.600,0,SE Palmeiras,3,71,34,13,1,10,15,12,7,CRB,5pen.,29,2,0,9,0,12,16,0,2021,3ª eliminatória - jogos de volta
13.212,0,RB Bragantino,2,61,23,11,0,8,12,14,1,Fluminense FC,1,39,6,4,7,4,13,12,1,2021,3ª eliminatória - jogos de volta
13.000,0,Atlético Goianiense,0,46,6,2,2,1,11,13,1,SC Corinthians,0,54,14,9,2,12,12,11,1,2021,3ª eliminatória - jogos de volta
30.000,0,Brasiliense FC,0,41,12,5,1,0,19,16,3,Grêmio FBPA,0,59,9,5,3,3,16,19,2,2021,3ª eliminatória - jogos de volta
57.018,0,Atlético Mineiro,2,56,16,6,3,6,14,16,1,Clube do Remo,1,44,10,5,4,2,15,15,1,2021,3ª eliminatória - jogos de volta
56.000,0,SC Internacional,1,57,15,8,6,8,22,21,1,EC Vitória,3,43,12,3,5,3,21,25,0,2021,3ª eliminatória - jogos de volta
78.838,0,CR Flamengo,2,67,22,11,1,13,16,11,1,Coritiba FC,0,33,3,0,2,4,11,17,0,2021,3ª eliminatória - jogos de volta
4.000,0,Cianorte FC,0,35,5,2,6,1,21,21,0,Santos FC,2,65,16,5,2,9,20,21,6,2021,3ª eliminatória - jogos de ida
44.000,0,4 de Julho EC,3,35,13,7,2,2,16,17,1,São Paulo FC,2,65,15,9,2,6,17,17,4,2021,3ª eliminatória - jogos de ida
6.000,0,Boavista SC,0,31,10,2,1,4,17,16,0,CR Vasco da Gama,1,69,16,9,6,5,16,19,0,2021,3ª eliminatória - jogos de ida
60.540,0,Grêmio FBPA,2,62,10,5,1,0,5,9,2,Brasiliense FC,0,38,5,2,2,6,9,5,1,2021,3ª eliminatória - jogos de ida
45.007,0,Clube do Remo,0,59,12,7,2,7,9,5,2,Atlético Mineiro,2,41,5,0,1,1,5,10,0,2021,3ª eliminatória - jogos de ida
82.238,0,Fluminense FC,2,47,13,5,1,7,11,12,2,RB Bragantino,0,53,4,2,4,1,11,12,1,2021,3ª eliminatória - jogos de ida
49.205,0,SC Corinthians,0,48,13,5,1,4,12,7,1,Atlético Goianiense,2,52,9,3,3,1,6,13,0,2021,3ª eliminatória - jogos de ida
57.483,0,Cruzeiro EC,1,70,16,7,3,11,19,22,0,SD Juazeirense,0,30,8,4,2,6,20,19,3,2021,3ª eliminatória - jogos de ida
35.632,0,EC Vitória,0,24,9,5,3,7,12,10,1,SC Internacional,1,76,8,2,1,9,9,12,0,2021,3ª eliminatória - jogos de ida
20.000,0,CRB,0,47,14,3,6,10,22,12,1,SE Palmeiras,1,53,15,3,3,8,11,24,2,2021,3ª eliminatória - jogos de ida
37.182,0,Coritiba FC,0,34,5,1,6,2,10,19,1,CR Flamengo,1,66,15,2,2,5,19,10,1,2021,3ª eliminatória - jogos de ida
