capacidade_estadio,publico_estadio,time_casa,valor_mercado_casa,valor_mercado_media_casa,media_idade_casa,jogadores_de_selecao_casa,jogadores_de_sub_selecao_casa,estrangeiros_casa,gols_casa,posse_casa,socios_torcedores_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,valor_mercado_fora,valor_mercado_media_fora,media_idade_fora,jogadores_de_selecao_fora,jogadores_de_sub_selecao_fora,estrangeiros_fora,socios_torcedores_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
37.890,0,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,4,50,0.0,10,2,3,5,17,13,3,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,5000.0,3,50,14,5,3,3,12,17,0,2021,2.Rodada
74.879,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,1,76,0.0,17,4,2,9,9,13,1,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0.0,3,24,14,5,3,3,12,9,2,2021,2.Rodada
60.704,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,2,63,130000.0,7,1,2,7,12,11,5,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,0.0,1,37,14,6,1,5,11,13,2,2021,2.Rodada
32.384,0,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,2,52,0.0,14,5,1,3,17,17,2,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,0.0,5,48,9,1,5,2,14,18,6,2021,2.Rodada
52.338,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,0,47,88000.0,6,4,4,7,15,16,1,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,0.0,3,53,13,6,0,1,15,15,2,2021,2.Rodada
40.853,0,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,0,39,30000.0,5,2,3,1,6,10,1,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,0.0,2,61,18,9,3,11,8,6,1,2021,2.Rodada
32.273,0,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,4,68,0.0,14,2,3,15,12,11,0,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0.0,2,32,16,8,3,4,11,13,1,2021,2.Rodada
42.682,0,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,1,72,0.0,18,11,1,10,13,12,1,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0.0,0,28,4,2,1,4,12,13,0,2021,2.Rodada
3.205,0,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,1,35,0.0,10,5,6,4,7,7,2,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,0.0,3,65,14,3,0,6,7,8,3,2021,2.Rodada
30.666,0,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,2,54,0.0,18,9,1,7,16,18,1,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,0.0,3,46,7,1,3,1,17,16,4,2021,3.Rodada
26.047,0,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,1,42,0.0,8,2,3,7,14,16,1,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,0.0,2,58,10,3,0,6,14,15,0,2021,3.Rodada
2.685,0,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,3,24,0.0,9,4,7,3,15,8,1,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,30000.0,3,76,22,6,0,9,7,16,0,2021,3.Rodada
21.994,0,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0,53,0.0,10,4,0,8,10,8,2,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,0.0,1,47,5,2,2,2,7,10,1,2021,3.Rodada
32.702,0,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0,37,0.0,14,5,7,5,4,18,2,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0.0,1,63,17,5,4,7,15,4,1,2021,3.Rodada
62.062,0,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,1,66,0.0,23,7,0,10,8,15,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,88000.0,1,34,6,2,11,4,14,9,1,2021,3.Rodada
55.017,0,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,2,72,0.0,16,7,2,3,8,13,2,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,0.0,5,28,7,0,3,3,12,8,3,2021,3.Rodada
60.000,0,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,4,37,0.0,15,7,3,1,11,7,3,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,0.0,0,63,11,4,4,3,7,11,2,2021,3.Rodada
19.000,0,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,0,65,5000.0,16,9,2,5,14,18,0,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,0.0,3,35,12,4,2,3,18,14,3,2021,3.Rodada
54.074,0,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,3,66,0.0,21,7,2,7,7,11,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,130000.0,1,34,4,1,5,3,11,7,5,2021,3.Rodada
40.853,0,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,4,71,30000.0,17,6,0,8,11,17,1,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0.0,0,29,4,2,2,5,16,13,0,2021,4.Rodada
39.571,0,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,4,43,0.0,11,2,1,3,13,13,0,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,0.0,2,57,11,3,2,10,12,14,2,2021,4.Rodada
3.789,0,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,1,52,0.0,12,2,1,7,12,11,2,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,0.0,1,48,23,14,6,10,11,12,3,2021,4.Rodada
52.338,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,3,48,88000.0,10,4,2,3,17,13,4,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0.0,1,52,7,2,2,4,13,17,5,2021,4.Rodada
32.273,0,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,0,69,0.0,4,2,3,6,8,11,4,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,0.0,3,31,14,5,0,4,11,8,2,2021,4.Rodada
32.384,0,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,2,62,0.0,13,5,3,5,10,19,1,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,0.0,0,38,5,1,6,1,17,10,1,2021,4.Rodada
60.704,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,2,65,130000.0,6,0,1,2,8,3,0,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0.0,1,35,6,2,3,4,3,9,3,2021,4.Rodada
3.205,0,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,1,47,0.0,14,3,2,6,6,15,0,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,5000.0,0,53,10,5,4,2,15,8,0,2021,4.Rodada
74.879,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,1,38,0.0,5,2,2,2,10,14,1,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,0.0,6,62,22,6,1,4,13,10,0,2021,4.Rodada
42.682,0,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,7,30,0.0,18,4,6,2,10,7,2,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,0.0,2,70,14,1,4,7,7,10,1,2021,4.Rodada
39.571,0,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,2,42,0.0,11,5,6,2,8,15,2,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,0.0,2,58,22,8,3,5,13,9,3,2021,5.Rodada
40.853,0,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,3,53,30000.0,11,3,3,6,8,11,3,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,0.0,3,47,13,5,2,2,10,9,1,2021,5.Rodada
55.017,0,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,1,59,0.0,13,4,3,6,10,15,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,130000.0,0,41,11,5,4,6,15,10,2,2021,5.Rodada
52.338,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,1,36,88000.0,7,2,8,0,12,9,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,0.0,4,64,28,6,4,7,9,12,2,2021,5.Rodada
32.702,0,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,1,41,0.0,10,3,5,2,9,5,4,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,5000.0,1,59,15,5,5,5,4,9,0,2021,5.Rodada
26.047,0,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,1,34,0.0,1,0,2,2,12,13,1,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,0.0,1,66,20,9,0,5,12,12,2,2021,5.Rodada
62.062,0,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,3,51,0.0,11,4,2,3,12,13,1,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,0.0,3,49,13,4,3,7,13,12,3,2021,5.Rodada
32.273,0,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,0,50,0.0,11,2,3,2,18,18,2,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,0.0,1,50,10,5,5,7,17,18,3,2021,5.Rodada
2.685,0,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,0,57,0.0,13,5,4,8,15,15,2,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0.0,0,43,9,4,6,2,15,16,0,2021,5.Rodada
3.789,0,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0,68,0.0,13,7,2,8,11,13,1,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,0.0,1,32,7,1,2,3,13,12,2,2021,5.Rodada
42.682,0,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,0,40,0.0,12,5,6,6,17,14,0,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0.0,3,60,27,13,3,5,14,17,0,2021,6.Rodada
60.000,0,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,1,30,0.0,6,3,6,2,6,14,1,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,0.0,1,70,14,6,1,10,13,6,0,2021,6.Rodada
19.000,0,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,1,66,5000.0,16,9,8,4,11,11,1,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0.0,2,34,14,3,2,4,11,11,2,2021,6.Rodada
74.879,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,0,50,0.0,14,5,1,9,6,8,2,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,30000.0,0,50,6,2,4,6,8,6,0,2021,6.Rodada
54.074,0,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,2,62,0.0,17,7,1,7,15,7,2,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0.0,1,38,13,7,3,3,6,15,0,2021,6.Rodada
32.384,0,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,2,54,0.0,12,5,2,4,11,11,1,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,0.0,0,46,6,1,4,5,10,11,1,2021,6.Rodada
3.205,0,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,1,63,0.0,16,8,1,2,9,10,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,88000.0,1,37,5,0,3,3,10,10,0,2021,6.Rodada
60.704,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,0,56,130000.0,12,4,1,9,9,13,1,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,0.0,1,44,6,3,4,3,13,9,0,2021,6.Rodada
30.666,0,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,1,50,0.0,5,1,2,6,7,14,2,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,0.0,1,50,9,5,3,2,14,7,1,2021,6.Rodada
21.994,0,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0,38,0.0,13,5,2,4,7,9,4,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,0.0,1,62,9,2,3,5,8,7,2,2021,6.Rodada
32.050,0,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,2,45,0.0,15,8,2,7,4,13,0,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0.0,0,55,11,3,3,6,12,4,2,2021,7.Rodada
32.702,0,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0,35,0.0,3,1,7,2,6,14,0,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,0.0,1,65,16,4,1,5,13,6,2,2021,7.Rodada
21.994,0,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0,36,0.0,5,4,6,3,14,10,1,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,30000.0,3,64,14,1,0,4,10,15,4,2021,7.Rodada
54.074,0,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,2,72,0.0,9,3,2,1,14,13,1,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,0.0,1,28,4,0,4,2,13,14,0,2021,7.Rodada
42.682,0,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,3,56,0.0,19,2,0,11,17,12,2,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,0.0,4,44,9,4,7,1,11,17,2,2021,7.Rodada
52.338,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,2,37,88000.0,11,3,3,5,10,9,1,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,0.0,1,63,15,6,2,4,8,10,0,2021,7.Rodada
74.879,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,0,53,0.0,8,3,1,6,12,12,4,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,130000.0,1,47,7,5,3,3,11,12,0,2021,7.Rodada
62.062,0,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,2,43,0.0,9,6,1,4,11,14,0,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,0.0,1,57,6,2,2,5,13,13,4,2021,7.Rodada
19.000,0,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,2,45,5000.0,13,3,1,5,10,13,1,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,0.0,0,55,10,4,2,2,12,11,4,2021,7.Rodada
3.789,0,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,1,67,0.0,11,5,4,10,5,9,2,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,0.0,4,33,10,1,3,3,9,5,0,2021,7.Rodada
30.666,0,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,0,59,0.0,19,7,1,5,3,11,1,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0.0,0,41,4,3,3,3,10,5,1,2021,8.Rodada
32.384,0,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,2,61,0.0,15,2,2,7,10,12,4,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,88000.0,0,39,4,1,5,3,11,11,1,2021,8.Rodada
26.047,0,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,4,35,0.0,10,2,2,3,15,9,1,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0.0,1,65,9,4,3,6,8,16,1,2021,8.Rodada
60.000,0,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,1,52,0.0,16,8,3,9,9,10,3,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,5000.0,0,48,13,4,6,5,9,9,2,2021,8.Rodada
2.685,0,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,0,41,0.0,12,7,4,9,12,17,1,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,0.0,1,59,19,6,2,6,14,12,1,2021,8.Rodada
32.273,0,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,1,50,0.0,10,4,2,6,7,12,0,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,0.0,0,50,7,4,2,3,11,8,1,2021,8.Rodada
55.017,0,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,1,55,0.0,7,4,2,1,9,19,2,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,0.0,1,45,10,4,1,2,18,11,5,2021,8.Rodada
60.704,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,0,59,130000.0,13,8,3,3,13,11,1,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,0.0,3,41,15,0,2,8,11,13,1,2021,8.Rodada
52.338,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,0,29,88000.0,8,4,2,7,12,11,2,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,30000.0,2,71,14,6,1,4,10,12,2,2021,9.Rodada
42.682,0,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,1,55,0.0,15,6,1,12,18,5,2,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,0.0,2,45,7,3,3,3,5,18,0,2021,9.Rodada
62.062,0,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,2,34,0.0,4,0,5,0,16,13,1,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,0.0,0,66,22,6,0,10,13,19,2,2021,9.Rodada
74.879,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,1,63,0.0,17,2,2,8,16,12,1,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,0.0,0,37,7,4,6,2,12,17,1,2021,9.Rodada
19.000,0,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,2,53,5000.0,14,4,4,2,8,14,2,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,0.0,3,47,9,0,4,5,13,10,3,2021,9.Rodada
32.702,0,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0,51,0.0,9,3,2,2,6,7,4,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,0.0,1,49,15,5,5,6,7,6,2,2021,9.Rodada
37.890,0,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0,66,0.0,25,16,2,5,8,9,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,130000.0,0,34,9,6,4,3,9,8,2,2021,9.Rodada
54.074,0,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,3,57,0.0,24,8,4,10,6,15,2,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,0.0,0,43,11,5,9,3,15,6,1,2021,9.Rodada
21.994,0,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,1,46,0.0,10,3,5,4,8,13,2,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0.0,0,54,15,5,3,7,13,9,2,2021,9.Rodada
32.050,0,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,1,45,0.0,20,5,1,7,14,14,2,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,0.0,1,55,7,3,8,4,14,14,1,2021,9.Rodada
26.047,0,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0,58,0.0,12,8,5,7,10,9,0,Newcastle United,635000.0,23520.0,28.6,13.0,3.0,11.0,88000.0,2,42,14,5,3,3,9,10,0,2021,10.Rodada
30.666,0,Brighton & Hove Albion,555600.0,19840.0,26.2,17.0,5.0,20.0,1,40,0.0,11,6,1,4,13,9,2,FC Liverpool,993500.0,39740.0,26.6,22.0,3.0,18.0,0.0,1,60,6,1,2,3,8,13,2,2021,10.Rodada
55.017,0,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,5,69,0.0,19,10,1,6,4,12,2,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,0.0,0,31,9,6,1,4,12,4,2,2021,10.Rodada
39.571,0,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,0,42,0.0,15,6,5,4,14,8,2,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0.0,1,58,23,11,8,2,8,14,6,2021,10.Rodada
2.685,0,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,1,48,0.0,17,7,6,14,8,10,2,Sheffield United,124550.0,4290.0,25.0,6.0,4.0,12.0,0.0,0,52,22,10,5,9,9,9,2,2021,10.Rodada
32.384,0,FC Southampton,262600.0,8750.0,26.1,10.0,9.0,17.0,2,50,0.0,10,3,3,5,12,12,0,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,0.0,3,50,15,5,3,9,11,12,0,2021,10.Rodada
40.853,0,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,0,60,30000.0,13,7,1,3,9,20,3,Tottenham Hotspur,836100.0,27870.0,25.5,19.0,10.0,21.0,0.0,0,40,5,3,3,3,19,9,1,2021,10.Rodada
60.704,0,FC Arsenal,1130000.0,46960.0,26.8,19.0,3.0,18.0,1,56,130000.0,13,7,3,8,12,13,2,Wolverhampton Wanderers,408800.0,13190.0,26.3,18.0,5.0,27.0,0.0,2,44,11,2,1,4,12,13,0,2021,10.Rodada
32.273,0,Leicester City FC,273300.0,9420.0,26.8,15.0,2.0,21.0,1,68,0.0,16,6,3,6,20,9,0,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,5000.0,2,32,10,3,2,5,9,21,0,2021,10.Rodada
60.000,0,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,2,34,0.0,6,1,5,3,6,20,1,Aston Villa FC,627500.0,26150.0,27.6,15.0,4.0,16.0,0.0,1,66,16,7,0,7,18,7,3,2021,10.Rodada
21.994,0,FC Burnley,178800.0,5960.0,25.9,8.0,5.0,17.0,1,41,0.0,8,2,5,8,9,6,0,FC Everton,365100.0,14600.0,27.9,12.0,3.0,15.0,0.0,1,59,13,3,2,4,6,9,3,2021,11.Rodada
55.017,0,Manchester City FC,1310000.0,46610.0,26.7,21.0,7.0,21.0,2,69,0.0,16,8,1,9,5,7,1,FC Fulham,362000.0,14480.0,28.3,11.0,1.0,20.0,5000.0,0,31,6,4,4,3,7,6,1,2021,11.Rodada
,2.000 esgotado,West Ham United,454300.0,16830.0,28.4,13.0,3.0,18.0,1,39,0.0,19,9,3,5,9,9,4,Manchester United FC,694250.0,26700.0,26.3,19.0,6.0,18.0,0.0,3,61,15,6,5,4,9,10,3,2021,11.Rodada
,2.000 esgotado,Chelsea FC,922000.0,30730.0,23.6,13.0,12.0,18.0,3,46,30000.0,23,7,2,8,9,12,1,Leeds United FC,173500.0,7540.0,27.1,11.0,2.0,18.0,0.0,1,54,8,4,7,4,12,9,4,2021,11.Rodada
2.685,0,West Bromwich Albion,75400.0,2900.0,26.6,9.0,2.0,14.0,1,50,0.0,9,4,2,4,16,10,2,Crystal Palace FC,441000.0,16329.999999999998,26.1,13.0,6.0,12.0,0.0,5,50,18,5,3,6,10,16,3,2021,11.Rodada
